site15 CFKADS2218   75  105.6220  105.6630  2025  105  15   436.29     0.17  0.0271   2028.9     0.92   0.144   119.2    5.2   0.956    1611  1  0.040
site15 CFKADS2218   75  105.6630  105.7050  2025  105  16   436.15     0.14  0.0271   2030.5     0.36   0.144   120.6    5.2   0.956    1610  1  0.040
site15 CFKADS2218   75  105.7050  105.7470  2025  105  17   436.23     0.24  0.0271   2029.5     0.43   0.144   119.7    5.2   0.956    1619  1  0.040
site15 CFKADS2218   75  105.7470  105.7790  2025  105  18   436.12     0.19  0.0271   2029.7     0.40   0.144   119.6    5.3   0.956    1249  1  0.040
site15 CFKADS2218   75  105.7880  105.8300  2025  105  19   435.93     0.22  0.0271   2031.9     0.94   0.144   120.6    5.4   0.956    1560  1  0.040
site15 CFKADS2218   75  105.8300  105.8720  2025  105  20   435.67     0.22  0.0271   2029.7     0.61   0.144   120.6    5.5   0.956    1523  1  0.040
site15 CFKADS2218   75  105.8720  105.9130  2025  105  21   435.40     0.21  0.0271   2030.0     0.79   0.144   120.3    5.3   0.956    1499  1  0.040
site15 CFKADS2218   75  105.9130  105.9550  2025  105  22   435.35     0.15  0.0271   2028.2     1.32   0.144   120.8    5.1   0.956    1518  1  0.040
site15 CFKADS2218   75  105.9550  105.9970  2025  105  23   435.25     0.09  0.0271   2026.7     0.28   0.144   120.2    5.3   0.956    1501  1  0.040
site15 CFKADS2218   75  105.9970  106.0380  2025  106   0   435.81     0.26  0.0271   2025.8     0.27   0.144   121.0    5.2   0.949    1528  1  0.040
site15 CFKADS2218   75  106.0380  106.0800  2025  106   1   436.63     0.31  0.0271   2026.5     0.59   0.144   121.7    5.8   0.949    1560  1  0.040
site15 CFKADS2218   75  106.0800  106.1220  2025  106   2   437.12     0.17  0.0271   2027.2     0.59   0.144   122.5    5.5   0.949    1560  1  0.040
site15 CFKADS2218   75  106.1220  106.1630  2025  106   3   438.06     0.59  0.0271   2032.3     1.16   0.144   128.8    6.5   0.949    1555  1  0.040
site15 CFKADS2218   75  106.1630  106.2050  2025  106   4   438.93     0.29  0.0271   2031.9     0.53   0.144   126.2    6.3   0.949    1543  1  0.040
site15 CFKADS2218   75  106.2050  106.2470  2025  106   5   439.45     0.27  0.0271   2032.1     1.35   0.144   124.2    5.3   0.949    1564  1  0.040
site15 CFKADS2218   75  106.2470  106.2880  2025  106   6   438.85     0.26  0.0271   2033.6     0.62   0.144   122.4    5.4   0.949    1580  1  0.040
site15 CFKADS2218   75  106.2880  106.3300  2025  106   7   438.59     0.31  0.0271   2033.7     1.08   0.144   121.8    5.5   0.949    1576  1  0.040
site15 CFKADS2218   75  106.3300  106.3720  2025  106   8   438.72     0.40  0.0271   2036.7     1.51   0.144   122.8    5.3   0.949    1567  1  0.040
site15 CFKADS2218   75  106.3720  106.4130  2025  106   9   439.73     0.80  0.0271   2033.7     0.91   0.144   123.6    7.2   0.949    1569  1  0.040
site15 CFKADS2218   75  106.4130  106.4550  2025  106  10   441.60     0.68  0.0271   2037.0     1.35   0.144   121.5    5.5   0.949    1573  1  0.040
site15 CFKADS2218   75  106.4550  106.4970  2025  106  11   443.63     1.01  0.0271   2046.3     6.48   0.144   124.4    5.7   0.949    1564  1  0.040
site15 CFKADS2218   75  106.4970  106.5380  2025  106  12   445.84     1.10  0.0271   2080.0    20.71   0.144   133.2    6.0   0.949    1568  1  0.040
site15 CFKADS2218   75  106.5380  106.5800  2025  106  13   441.38     1.47  0.0271   2063.2     3.29   0.144   134.6    5.8   0.949    1580  1  0.040
site15 CFKADS2218   75  106.5800  106.6220  2025  106  14   437.32     0.61  0.0271   2054.9     7.38   0.144   134.6    6.1   0.949    1576  1  0.040
site15 CFKADS2218   75  106.6220  106.6630  2025  106  15   435.53     0.67  0.0271   2042.6    16.76   0.144   135.0    7.8   0.949    1568  1  0.040
site15 CFKADS2218   75  106.6630  106.7050  2025  106  16   434.48     0.32  0.0271   2029.1     1.51   0.144   124.0    5.6   0.949    1585  1  0.040
site15 CFKADS2218   75  106.7050  106.7390  2025  106  17   434.19     0.25  0.0271   2025.9     1.71   0.144   120.8    5.4   0.949    1299  1  0.040
site15 CFKADS2218   75  106.7470  106.7880  2025  106  18   433.58     0.27  0.0271   2021.6     0.92   0.144   122.1    5.6   0.949    1551  1  0.040
site15 CFKADS2218   75  106.7880  106.8300  2025  106  19   433.11     0.24  0.0271   2019.6     0.74   0.144   120.7    5.2   0.949    1633  1  0.050
site15 CFKADS2218   75  106.8300  106.8720  2025  106  20   432.97     0.19  0.0271   2018.7     0.49   0.144   122.5    5.5   0.949    1702  1  0.050
site15 CFKADS2218   75  106.8720  106.9130  2025  106  21   432.91     0.25  0.0271   2019.2     0.31   0.144   123.3    5.5   0.949    1752  1  0.050
site15 CFKADS2218   75  106.9130  106.9550  2025  106  22   432.95     0.18  0.0271   2019.5     0.34   0.144   124.0    5.3   0.949    1783  1  0.050
site15 CFKADS2218   75  106.9550  106.9970  2025  106  23   433.03     0.14  0.0271   2019.7     0.65   0.144   124.7    8.4   0.949    1799  1  0.050
site15 CFKADS2218   75  106.9970  107.0380  2025  107   0   433.27     0.21     NaN   2030.2    26.85     NaN   123.3    6.4     NaN    1803  1  0.050
site15 CFKADS2218   75  107.0380  107.0800  2025  107   1   433.69     0.13     NaN   2038.3    13.36     NaN   130.7    5.2     NaN    1798  1  0.050
site15 CFKADS2218   75  107.0800  107.1220  2025  107   2   435.29     1.74     NaN   2031.0     7.24     NaN   143.9   17.2     NaN    1778  1  0.050
site15 CFKADS2218   75  107.1220  107.1630  2025  107   3   439.88     1.77     NaN   2048.0     9.53     NaN   167.8   16.8     NaN    1745  1  0.050
site15 CFKADS2218   75  107.1630  107.2050  2025  107   4   437.83     0.90     NaN   2038.6     1.58     NaN   149.0    7.8     NaN    1697  1  0.050
site15 CFKADS2218   75  107.2050  107.2470  2025  107   5   438.50     0.90     NaN   2044.6     6.78     NaN   144.9    7.8     NaN    1659  1  0.040
site15 CFKADS2218   75  107.2470  107.2880  2025  107   6   439.21     0.83     NaN   2050.2     7.56     NaN   151.9    8.3     NaN    1564  1  0.040
site15 CFKADS2218   75  107.2880  107.3300  2025  107   7   440.75     1.00     NaN   2060.6     3.90     NaN   160.9    6.3     NaN    1566  1  0.040
site15 CFKADS2218   75  107.3300  107.3720  2025  107   8   441.69     0.66     NaN   2051.5     2.34     NaN   156.1    5.6     NaN    1579  1  0.040
site15 CFKADS2218   75  107.3720  107.4130  2025  107   9   443.55     1.08     NaN   2056.9     3.84     NaN   155.9    5.8     NaN    1578  1  0.040
site15 CFKADS2218   75  107.4130  107.4550  2025  107  10   446.86     1.23     NaN   2065.6     3.00     NaN   151.6    5.7     NaN    1568  1  0.040
site15 CFKADS2218   75  107.4550  107.4970  2025  107  11   446.85     0.62     NaN   2059.8     2.53     NaN   152.1    5.6     NaN    1571  1  0.040
site15 CFKADS2218   75  107.4970  107.5380  2025  107  12   446.91     1.13     NaN   2059.0     2.11     NaN   149.7    5.8     NaN    1583  1  0.040
site15 CFKADS2218   75  107.5380  107.5800  2025  107  13   442.33     1.62     NaN   2050.8     2.84     NaN   146.5    5.5     NaN    1587  1  0.040
site15 CFKADS2218   75  107.5800  107.6220  2025  107  14   438.14     0.72     NaN   2042.9     2.62     NaN   143.8    5.4     NaN    1564  1  0.040
site15 CFKADS2218   75  107.6220  107.6630  2025  107  15   437.13     0.27     NaN   2038.3     0.97     NaN   146.8    6.1     NaN    1591  1  0.040
site15 CFKADS2218   75  107.6630  107.6990  2025  107  16   438.58     0.64     NaN   2041.3     1.38     NaN   148.5    5.7     NaN    1327  1  0.040
site15 CFKADS2218   75  107.7080  107.7470  2025  107  17   438.15     0.75     NaN   2039.9     1.76     NaN   147.8    7.5     NaN    1474  1  0.040
site15 CFKADS2218   75  107.7470  107.7880  2025  107  18   436.52     0.59     NaN   2041.9     1.28     NaN   144.1    6.7     NaN    1621  1  0.050
site15 CFKADS2218   75  107.7880  107.8300  2025  107  19   436.81     0.83     NaN   2044.6     2.44     NaN   146.9    6.5     NaN    1693  1  0.050
site15 CFKADS2218   75  107.8300  107.8720  2025  107  20   436.92     0.35     NaN   2042.8     1.24     NaN   154.8    7.3     NaN    1732  1  0.050
site15 CFKADS2218   75  107.8720  107.9130  2025  107  21   437.54     1.29     NaN   2043.9     2.44     NaN   155.8    7.8     NaN    1761  1  0.050
site15 CFKADS2218   75  107.9130  107.9550  2025  107  22   435.14     0.80     NaN   2041.3     0.42     NaN   148.5    6.4     NaN    1769  1  0.050
site15 CFKADS2218   75  107.9550  107.9970  2025  107  23   434.40     0.53     NaN   2044.3     1.10     NaN   147.5    5.3     NaN    1767  1  0.050
site15 CFKADS2218   75  107.9970  108.0380  2025  108   0   436.32     0.86     NaN   2044.5     0.96     NaN   148.6    5.2     NaN    1767  1  0.050
site15 CFKADS2218   75  108.0380  108.0800  2025  108   1   435.78     0.54     NaN   2040.9     0.59     NaN   148.0    5.2     NaN    1760  1  0.050
site15 CFKADS2218   75  108.0800  108.1220  2025  108   2   436.05     0.35     NaN   2043.3     1.64     NaN   149.9    5.2     NaN    1739  1  0.050
site15 CFKADS2218   75  108.1220  108.1630  2025  108   3   437.27     0.51     NaN   2048.9     2.24     NaN   151.8    5.5     NaN    1706  1  0.050
site15 CFKADS2218   75  108.1630  108.2050  2025  108   4   438.15     0.26     NaN   2048.3     0.76     NaN   149.1    5.4     NaN    1681  1  0.050
site15 CFKADS2218   75  108.2050  108.2470  2025  108   5   438.02     0.43     NaN   2049.0     1.88     NaN   148.1    5.3     NaN    1651  1  0.050
site15 CFKADS2218   75  108.2470  108.2880  2025  108   6   439.75     0.65     NaN   2052.7     1.64     NaN   154.1    5.4     NaN    1634  1  0.050
site15 CFKADS2218   75  108.2880  108.3300  2025  108   7   442.03     1.61     NaN   2056.9     0.79     NaN   156.4    5.5     NaN    1612  1  0.050
site15 CFKADS2218   75  108.3300  108.3720  2025  108   8   436.05     0.74     NaN   2052.6     1.44     NaN   161.3    5.6     NaN    1607  1  0.050
site15 CFKADS2218   75  108.3720  108.4130  2025  108   9   436.88     0.30     NaN   2051.9     0.27     NaN   163.3    5.2     NaN    1590  1  0.050
site15 CFKADS2218   75  108.4130  108.4550  2025  108  10   437.10     0.42     NaN   2051.6     0.29     NaN   165.2    5.8     NaN    1632  1  0.050
site15 CFKADS2218   75  108.4550  108.4970  2025  108  11   436.98     0.37     NaN   2052.7     0.73     NaN   165.1    5.7     NaN    1644  1  0.050
site15 CFKADS2218   75  108.4970  108.5380  2025  108  12   437.09     0.32     NaN   2054.7     0.37     NaN   164.3    5.7     NaN    1650  1  0.050
site15 CFKADS2218   75  108.5380  108.5800  2025  108  13   435.57     0.66     NaN   2056.7     1.19     NaN   163.1    5.4     NaN    1670  1  0.050
site15 CFKADS2218   75  108.5800  108.6220  2025  108  14   433.36     0.15     NaN   2053.7     1.95     NaN   153.8    5.6     NaN    1719  1  0.050
site15 CFKADS2218   75  108.6220  108.6590  2025  108  15   433.55     0.24     NaN   2049.9     1.12     NaN   152.5    5.4     NaN    1576  1  0.060
site15 CFKADS2218   75  108.6670  108.7050  2025  108  16   433.74     0.19     NaN   2048.8     1.20     NaN   155.1    5.7     NaN    1666  1  0.060
site15 CFKADS2218   75  108.7050  108.7470  2025  108  17   433.97     0.16     NaN   2047.3     1.08     NaN   154.7    5.3     NaN    1861  1  0.070
site15 CFKADS2218   75  108.7470  108.7880  2025  108  18   434.54     0.24     NaN   2047.9     2.19     NaN   154.3    6.1     NaN    1899  1  0.070
site15 CFKADS2218   75  108.7880  108.8300  2025  108  19   434.13     0.38     NaN   2045.8     2.87     NaN   154.4    5.9     NaN    1936  1  0.080
site15 CFKADS2218   75  108.8300  108.8720  2025  108  20   434.08     0.24     NaN   2033.8     4.26     NaN   147.0    6.1     NaN    1971  1  0.080
site15 CFKADS2218   75  108.8720  108.9130  2025  108  21   434.64     0.43     NaN   2033.9     1.45     NaN   147.3    5.8     NaN    1990  1  0.080
site15 CFKADS2218   75  108.9130  108.9550  2025  108  22   435.36     0.29     NaN   2038.2     1.75     NaN   148.8    5.1     NaN    2001  1  0.090
site15 CFKADS2218   75  108.9550  108.9970  2025  108  23   435.90     0.23     NaN   2040.5     0.94     NaN   150.4    5.4     NaN    2001  1  0.090
site15 CFKADS2218   75  108.9970  109.0380  2025  109   0   435.66     0.23     NaN   2039.9     1.01     NaN   149.4    5.1     NaN    1994  1  0.090
site15 CFKADS2218   75  109.0380  109.0800  2025  109   1   436.07     0.33     NaN   2039.5     1.16     NaN   147.6    5.2     NaN    1987  1  0.080
site15 CFKADS2218   75  109.0800  109.1220  2025  109   2   436.08     0.23     NaN   2037.3     1.81     NaN   148.8    5.3     NaN    1977  1  0.080
site15 CFKADS2218   75  109.1220  109.1630  2025  109   3   436.95     0.41     NaN   2035.5     0.36     NaN   153.0    5.5     NaN    1968  1  0.080
site15 CFKADS2218   75  109.1630  109.2050  2025  109   4   437.51     0.34     NaN   2035.8     0.50     NaN   150.9    5.1     NaN    1957  1  0.080
site15 CFKADS2218   75  109.2050  109.2470  2025  109   5   438.26     0.27     NaN   2041.1     3.50     NaN   153.9    5.3     NaN    1947  1  0.080
site15 CFKADS2218   75  109.2470  109.2880  2025  109   6   438.82     0.30     NaN   2043.1     3.33     NaN   151.9    5.3     NaN    1934  1  0.080
site15 CFKADS2218   75  109.2880  109.3300  2025  109   7   438.49     0.23     NaN   2036.2     0.94     NaN   147.0    5.6     NaN    1921  1  0.080
site15 CFKADS2218   75  109.3300  109.3720  2025  109   8   437.64     0.46     NaN   2035.8     0.60     NaN   140.0    5.2     NaN    1913  1  0.070
site15 CFKADS2218   75  109.3720  109.4130  2025  109   9   437.79     0.60     NaN   2031.7     6.30     NaN   134.4    7.7     NaN    1904  1  0.070
site15 CFKADS2218   75  109.4130  109.4550  2025  109  10   439.30     0.62     NaN   2032.2     1.83     NaN   131.4    5.4     NaN    1897  1  0.070
site15 CFKADS2218   75  109.4550  109.4970  2025  109  11   439.77     1.04     NaN   2020.6     6.93     NaN   126.3    5.5     NaN    1885  1  0.070
site15 CFKADS2218   75  109.4970  109.5380  2025  109  12   440.01     0.79     NaN   2017.6     5.50     NaN   125.5    5.4     NaN    1874  1  0.070
site15 CFKADS2218   75  109.5380  109.5800  2025  109  13   442.32     1.14     NaN   2050.3     8.28     NaN   137.2    6.0     NaN    1857  1  0.060
site15 CFKADS2218   75  109.5800  109.6180  2025  109  14   446.35     0.72     NaN   2064.1     2.66     NaN   143.7    5.8     NaN    1686  1  0.060
site15 CFKADS2218   75  109.6270  109.6630  2025  109  15   439.84     2.40     NaN   2036.4    12.07     NaN   132.3    8.8     NaN    1582  1  0.060
site15 CFKADS2218   75  109.6630  109.7050  2025  109  16   435.84     1.31     NaN   2013.6     4.25     NaN   124.5    5.8     NaN    1808  1  0.060
site15 CFKADS2218   75  109.7050  109.7470  2025  109  17   437.18     1.54     NaN   2021.3     7.78     NaN   127.5    6.1     NaN    1822  1  0.060
site15 CFKADS2218   75  109.7470  109.7880  2025  109  18   439.62     0.37     NaN   2031.8     2.39     NaN   131.0    5.5     NaN    1832  1  0.060
site15 CFKADS2218   75  109.7880  109.8300  2025  109  19   439.98     0.64     NaN   2033.8     1.70     NaN   132.3    5.4     NaN    1835  1  0.060
site15 CFKADS2218   75  109.8300  109.8720  2025  109  20   438.87     0.74     NaN   2026.5     3.05     NaN   129.0    5.3     NaN    1829  1  0.060
site15 CFKADS2218   75  109.8720  109.9130  2025  109  21   441.99     4.05     NaN   2042.1    18.69     NaN   135.0   10.3     NaN    1823  1  0.060
site15 CFKADS2218   75  109.9130  109.9550  2025  109  22   448.36     1.15     NaN   2069.9     3.97     NaN   153.2    6.7     NaN    1814  1  0.060
site15 CFKADS2218   75  109.9550  109.9970  2025  109  23   447.45     0.45     NaN   2067.4     2.07     NaN   150.6    5.5     NaN    1805  1  0.060
site15 CFKADS2218   75  109.9970  110.0380  2025  110   0   447.92     0.52     NaN   2070.2     1.51     NaN   152.6    5.4     NaN    1791  1  0.060
site15 CFKADS2218   75  110.0380  110.0800  2025  110   1   450.84     0.79     NaN   2071.1     2.64     NaN   160.7   15.0     NaN    1773  1  0.060
site15 CFKADS2218   75  110.0800  110.1220  2025  110   2   451.99     2.74     NaN   2081.1     7.46     NaN   165.0   12.3     NaN    1755  1  0.050
site15 CFKADS2218   75  110.1220  110.1630  2025  110   3   450.63     1.45     NaN   2093.1    20.42     NaN   161.2    6.2     NaN    1726  1  0.050
site15 CFKADS2218   75  110.1630  110.2050  2025  110   4   450.39     0.49     NaN   2087.4     4.02     NaN   160.8    5.6     NaN    1706  1  0.050
site15 CFKADS2218   75  110.2050  110.2470  2025  110   5   450.72     0.99     NaN   2097.4     3.85     NaN   163.6    7.5     NaN    1682  1  0.050
site15 CFKADS2218   75  110.2470  110.2880  2025  110   6   452.19     0.69     NaN   2098.8     4.14     NaN   175.0    7.8     NaN    1666  1  0.050
site15 CFKADS2218   75  110.2880  110.3300  2025  110   7   452.75     0.45     NaN   2094.9     1.20     NaN   173.4    5.4     NaN    1631  1  0.050
site15 CFKADS2218   75  110.3300  110.3720  2025  110   8   452.27     0.38     NaN   2094.5     5.83     NaN   170.6    5.6     NaN    1604  1  0.040
site15 CFKADS2218   75  110.3720  110.4130  2025  110   9   450.79     1.16     NaN   2139.6    59.13     NaN   163.2    8.0     NaN    1605  1  0.040
site15 CFKADS2218   75  110.4130  110.4550  2025  110  10   445.94     1.25     NaN   2077.5    16.95     NaN   148.7    5.8     NaN    1615  1  0.040
site15 CFKADS2218   75  110.4550  110.4970  2025  110  11   444.58     0.23     NaN   2068.9     2.23     NaN   145.5    5.4     NaN    1608  1  0.040
site15 CFKADS2218   75  110.4970  110.5380  2025  110  12   443.41     0.52     NaN   2077.1     1.33     NaN   142.0    5.8     NaN    1613  1  0.040
